No_CMN,Nom_CMN,PCA1,PCA2,PCA3,PCA4,clust_ward,id
"5475",Chavannes-le-Veyron,-4.15796105303353,1.48977395647682,0.665331260250103,0.708389326341853,"5","213"
"5477",Cossonay,1.32297579262431,-0.499116617157477,2.1151338878963,-1.86460819408651,"7","214"
"5474",La Chaux (Cossonay),-3.05579786136173,2.15200975147289,0.321593199949887,1.24218320409382,"6","215"
"5492",Montricher,-2.84365259727665,-0.203551427250643,-3.03498273028511,-1.51796407519659,"2","216"
"5491",Mont-la-Ville,-3.91519655352414,-0.866860001890473,-1.57372708975228,-1.66338412938226,"2","217"
"5493",Orny,-3.47570148473116,0.78399520934666,1.95907594844163,0.725063524213137,"5","218"
"5488",Mauraz,-3.6659151230385,2.79987631876133,-0.074926626609692,1.42240708502101,"6","219"
"5490",Moiry,-3.06557817268975,0.108537515766402,-2.06945965871906,0.819156740692228,"2","220"
"5484",Gollion,-0.709584669693292,1.88919841168663,1.50352511203781,-1.27609393338663,"6","221"
"5483",Ferreyres,-1.7666672010735,3.58637201754493,0.13687482782946,-1.7193925992924,"6","222"
"5486",L'Isle,-3.79602867588908,-1.13810374187058,-0.753499797721035,-0.149264033991555,"2","223"
"5485",Grancy,-1.77716248390019,2.72547989073536,-0.511483280332403,-0.591588095377375,"6","224"
"5479",Cuarnens,-2.79313415673075,1.9899127664206,0.162522722904822,-0.977915941528264,"6","225"
"5482",Eclépens,0.407171373504211,-0.53081899006086,2.2774500294287,-1.70226740276715,"7","226"
"5481",Dizy,-2.39851512920485,1.35508494493646,2.58862936415151,-1.31682055026132,"6","227"
"5499",Senarclens,-2.17835778905643,3.38187433270958,-0.250875280783334,1.14666495115646,"6","228"
"5498",La Sarraz,1.28645263138156,-0.896652805599553,1.5291392112428,-2.22917315532588,"7","229"
"5497",Pompaples,-0.769440925293342,-1.30754403920867,2.51268371602176,-0.66238707835611,"7","230"
"5652",Villars-sous-Yens,0.255063358382542,3.10275582016959,1.23648281337865,-0.588687671482632,"1","231"
"5654",Vullierens,-1.4400984673575,2.22460646922738,0.992531511861937,0.856500949501878,"6","232"
"5653",Vufflens-le-Château,3.02638224698535,5.50199901912626,-1.57916868593983,0.776917478833541,"1","233"
"5650",Vaux-sur-Morges,4.1929569522899,6.64399559000933,-7.16924959700573,5.84851423825088,"3","234"
"5649",Tolochenaz,5.30220490919942,-0.884158561120067,3.16586747020279,1.02096234720571,"4","235"
"5643",Préverenges,6.26376315962211,-0.028038053961524,1.45678726456569,1.69975426774427,"4","236"
"5646",Saint-Prex,5.10695871793674,-0.040893987836216,1.27283709919825,-0.316613659885346,"4","237"
"5645",Romanel-sur-Morges,-1.13329947460797,3.05789013613588,0.986336463799352,1.00522402638843,"6","238"
"5640",Lussy-sur-Morges,1.14157888748063,3.87826280165566,-2.18902643090625,3.37261171148355,"1","239"
"5639",Lully (VD),3.46713819801437,4.77423980051564,-0.795061497389877,1.07461428129785,"1","240"
"5642",Morges,7.66532381078261,-4.28548581717417,3.42802361812968,2.03159410244985,"4","241"
"5656",Hautemorges,-1.74861074176755,0.815336375634036,-1.55094717216945,-0.532073130815297,"2","242"
"5655",Yens,0.994785624499334,2.53582373915502,-2.37734486767205,-0.903479011444681,"1","243"
"5622",Bremblens,0.529951043456355,3.69436495891909,-0.98980920270461,0.664124959523582,"1","244"
"5621",Aclens,1.09827566752287,1.13974385048237,2.29568612598516,-1.57743262350468,"6","245"
"5636",Etoy,4.63115653854798,-0.444316502724152,2.59828254646779,-1.40354116421571,"4","246"
"5638",Lonay,3.09907662706035,-0.184340769565645,1.37257516615204,3.14185874198335,"1","247"
"5637",Lavigny,1.73226799084198,1.3599075643846,0.51849919238394,-0.520232857150132,"1","248"
"5632",Denges,4.82619341770541,-1.22956561419199,4.79266220500842,-1.09909661487065,"4","249"
"5631",Denens,1.08478562429321,3.07931731204413,-0.387609803101903,1.5308377989684,"1","250"
"5634",Echichens,0.215129089644695,2.66359420035618,-0.199431370414882,1.4541564303592,"1","251"
"5633",Echandens,4.02709015971627,-0.082986698247984,-0.001009838554163,2.83361381884457,"1","252"
"5628",Chigny,4.34926608428481,3.71044187147722,0.382452249741328,-0.44634122704006,"1","253"
"5629",Clarmont,-1.17729649075629,2.88977437402824,1.23085257330391,1.31289603086479,"6","254"
"5623",Buchillon,5.03996494452168,3.43242149678031,-4.40550966826604,2.93147310523554,"3","255"
"5412",Rennaz,2.15933380507611,-1.70115784589053,5.36178466856928,-0.146510528144574,"7","256"
"5411",Ormont-Dessus,-3.85260314117658,-9.65521299165157,-8.0899500139792,-1.34163030520135,"9","257"
"5414",Villeneuve (VD),1.8863268865229,-7.76021115856518,-1.66360327799138,-3.79953051696488,"8","258"
"5413",Roche (VD),2.05279811720092,-2.00243566787914,3.74597051069148,-1.9470280012396,"7","259"
"5408",Noville,-0.171367267639901,-0.384528429746747,-0.084939325691059,-2.13792400952469,"6","260"
"5407",Leysin,7.94194346348296,-10.2770553802524,-6.75975241628346,-5.78673876501673,"8","261"
"5410",Ormont-Dessous,-5.88008595446127,-6.78968353160035,-4.44451969209397,-2.78996983809345,"9","262"
"5409",Ollon,1.37961149382225,-5.66514531280443,-5.34003404551258,-2.1314746286756,"8","263"
"5404",Corbeyrier,-6.38951917118995,-3.32491666702,-4.47490354643512,5.44810933169176,"9","264"
"5403",Chessel,-2.17368611412738,0.572744853399357,1.93588564521718,-0.620642220274346,"6","265"
"5406",Lavey-Morcles,-3.1877800039053,-3.73800587654424,-1.94332809556605,-1.4377396268244,"8","266"
"5405",Gryon,-0.407437525496495,-4.63924963921008,-6.46718255855473,-2.03647515742304,"8","267"
